Ironman K5100 EIP Drive (★Read-only   ▲Set when servo off   ●Valid After Re-power on   ■Volatile parameter   ◊NEO-S Parameters   ○Set/Get through IO assembly ⌂Digit Check required ¤Set when io connection is not established),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,as of 8192021,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,A3,,,,,Property,,,,,,,,,,,,,,,,,,,,,,,Property,,,,,,,,,,,,,,,,,,,
Inst ID,Paramter,LinkPathSize,LinkPath,DataType,Descriptor,★,▲,●,■,◊,○,⌂,Group,[Min],[Max],   [Default],Precision,K5100 Unit,Name,Description, [A3 Description],A3 Addr,Bits,Control Mode,Note,Known Issue,,CFG,¤,NEO-S Min,NEO-S Max,,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26
1,PM.000,6,20.28.24.01.30.03,USINT,0x0000,,▲,●,,◊,,,1,0,3,0,,,MotorType,Motor Type,Motor type,0xFD00,16,All,"NEO-S (DSP): 9 (0) - SPM; 11 (2) - Linear; 6 (3) - Induction;
DSP: 0 - SPM; 2 - Linear; 3 - Induction;
12/06: Update DSP max and NEO-S max 
2021/01/19: remove NEO-S ID",,,8,¤,,,,√,,,,,,,,,,,,,,,
2,PN.010,6,20.28.24.01.30.04,SHORT_STRING,0x0000,,▲,,,◊,,,1,,,,,,MotorCatalogNumber,Motor Catalog Number,Motor Model[0]~[3],0xFC14,,All,Motor Catalog Number [0]-[15],,,8,¤,0,16,,√,,,,,,,,,,,,,,,
3,,6,20.28.24.01.30.05,SHORT_STRING,0x0010,★,,,,◊,,,1,,,,,,MotorManufacturer,Motor Manufacturer's Name,,,,All,"Manufacturer's Name 32 chars max
2019.01.10. Add default value ""ROCKWELL""",,,,,0,32,,,,,,,,,,,,,,,,,
4,PM.029,6,20.28.24.01.30.06,UINT,0x0000,,▲,●,,◊,,,1,0,65535,260,0.01,Amps (RMS),MotorRatedContinuousCurrent,Motor Rated Continuous Current,PM motor rated current,0xFD3A,16,All,"Combined with PM046, PM069
12/06: Max 6770 to 65535.
Can't be set to 0.
Default value needs update
12/18：RA & Delta檢查在不接馬達下預設是否為0
2019.01.07. No motor, no Power board, 400W, default 90. No motor with power board 400W default is 260. With TLP motor is 280.
Min should no less than Imax /8, varies by catalog:
Catalog / RatedContCurrent / RatedPeakCurrent / Min
2198-E1004-ERS / 2.60  /  6.50    /  33
2198-E1007-ERS / 5.10  /  15.41  /  64
2198-E1015-ERS / 7.90  /   23.7   /  99
2198-E1020-ERS / 13.40 /  53.03  / 168
2198-E1030-ERS / 17.90 /  55.95  /  224
2198-E2055-ERS / 41.30 /  91.40  /  517
2198-E2075-ERS / 49.00 /  127.49 / 613
2198-E2150-ERS / 78.00 /  162.00 / 975","
",,8,¤,,,,√,,,,,,,,,,,,,,,
5,PM.065,6,20.28.24.01.30.07,UINT,0x0000,,▲,,,◊,,,1,0,65535,220,,Volts (RMS),MotorRatedVoltage,Motor Rated Base Voltage,Motor Rated Voltage,0xFD82,16,All,2019.05.15. default changed from 311 to 220.,,,1,¤,,,,,,,,,,,,,,,,,,,
6,PM.067,6,20.28.24.01.30.08,UDINT,0x0000,,,,,◊,,,1,0,655350,40,0.01,kW,MotorRatedOutputPower,Motor Rated Output Power at Rated Frequency,,0xFD86,16,All,"Rated Power at Rated Freq Units.
12/06: Max 15000 to 65535, default 400 to 40, Unit W to 0.01 kW.
12/18：Delta修改預設值
2019.01.07. Debug board with no motor, 400W, default 400
2019.04.09. Default changed to 40.
2019.04.24. Delta remove ""set when servo off""",,,1,¤,,,,,,,,,,,,,,,,,,,
7,,6,20.28.24.01.30.0A,UINT,0x0010,★,,,,◊,,,1,0,100,80,,oC,MotorRatedWindingTemperature,Motor Rated Winding Temperature,,,,All,Rated Winding Temperature Units: [degrees C],,,,,,,,,,,,,,,,,,,,,,,
8,PM.032,6,20.28.24.01.30.0B,UINT,0x0000,,▲,●,,◊,,,1,0,28500,8000,,RPM,MotorMaxSpeed,Maximum allowed motor speed,Max. speed of PM motor,0xFD40,16,All,"Combined with PM048, PM072, name changed to Max Speed, follow MDO
01/02: Linear Motor (10^-5m/s)
2019.01.07: Valid After Re-power on?? From P2.052 min value issue.
2019.01.11.  Delta will add property ""Valid After Re-power on""
2019.02.19.Delta modified.",,,1,¤,,,,,,,,,,,,,,,,,,,
9,PM.028,6,20.28.24.01.30.0C,UINT,0x0000,,▲,●,,◊,,,1,0,500,10,,pole,RotaryMotorPoles,Number of poles in the motor,PM motor poles,0xFD38,16,All,"Combined with PM068
12/06: Max 32767 to 500, default 8 to 10. add property(▲)",,,8,¤,,,,√,,,,,,,,,,,,,,,
10,PM.033,6,20.28.24.01.30.0D,DINT,0x0000,,▲,,,◊,,,1,0,65535,0,0.001,N-m/Amps (RMS),PMMotorTorqueConstant,Permanent Magnet Motor Torque Constant,PM motor torque constant,0xFD42,16,All,"Change name to Torque Constant
12/06: Max 13850 to 65535
UINT is enough, changed or not?
12/18：維持Delta格式","
",,1,¤,,,,,,,,,,,,,,,,,,,
11,PM.034,6,20.28.24.01.30.0E,DINT,0x0000,,▲,,,◊,,,1,0,2147483647,0,0.001,10^-4kg-m^2,RotaryMotorInertia,Rotary Motor Inertia,PM motor inertia,0xFD44,32,All,Combined with PM073,,,1,¤,,,,,,,,,,,,,,,,,,,
12,PM.031,6,20.28.24.01.30.0F,INT,0x0000,,▲,●,,◊,,,1,0,28500,8000,,RPM,MotorRatedSpeed,Motor Rated Speed at Rated Frequency,PM motor rated speed,0xFD3E,16,All,"Combined with PM071, name change to Base Speed, follow MDO
2019.04.24. delta add ""valid after re-power on""",,,1,¤,,,,,,,,,,,,,,,,,,,
13,PN.040,6,20.28.24.01.30.16,SHORT_STRING,0x0010,★,,,■,◊,,,1,,,,,,MotorSerialNumber,Motor Serial Number from nameplate,"Motor Serial No. (CN2), String [0]~[3]",0xFC50,,All,Motor Serial Number [0]-[9],,,,,0,10,,,,,,,,,,,,,,,,,
14,,0,,USINT,0x0010,★,,,,◊,,,2,0,1,0,,,DataType,Data Type,,,,All,Determines the data type of position / speed / acceleration reference and feedback and all related attributes. 0 = DINT. Return 0 always,,,,,,,,,,,,,,,,,,,,,,,
15,,0,,USINT,0x0010,★,,,,◊,,,2,0,0,0,,,PositionDataUnit,Position Data Unit,,,,All,Determines the data unit of Position reference/feedback and all related attributes. 0 = CUU. Return 0 always,,,,,,,,,,,,,,,,,,,,,,,
16,,0,,USINT,0x0010,★,,,,◊,,,2,0,6,1,,,SpeedDataUnit,Speed Data Unit,,,,All,Determines the data unit of Speed reference / feedback and all related attributes. 1 = 0.1 RPM; 3 = 10^-6 m/s. Return 1 for rotary motor or 3 for linear motor.,,,,,,,,,,,,,,,,,,,,,,,
17,,0,,USINT,0x0010,★,,,,◊,,,2,0,6,1,,,AccelDataUnit,Acceleration Data Unit,,,,All,Determines the data unit of Acceleration (Deceleration) reference / feedback and all related attributes.1 = 0.1 RPM/s ; 3 = 10^-6 m/s2. Return 1 for rotary motor or 3 for linear motor.,,,,,,,,,,,,,,,,,,,,,,,
18,,0,,USINT,0x0010,★,,,,◊,,,2,0,1,1,,,TorqueDataUnit,Torque Data Unit,,,,All,"Determines the data unit of Torque reference/feedback and all related attributes. 0 = % (default), 1 = 0.1 %.  Return 1 always
2019.01.07. No motor, 400W, default 1 (NEO-S issue)
2019.04.19. Default changed from 0 to 1.",,,,,,,,,,,,,,,,,,,,,,,
19,,0,,USINT,0x0010,★,,,,◊,,,2,0,1,0,,,TorqueRampTimeUnit,Torque Ramp Time Unit,,,,All,Determines the data unit of Torque Ramp Time. 0 = millisecond. Return 0 always,,,,,,,,,,,,,,,,,,,,,,,
20,,0,,SINT,0x0000,,,,,◊, ○,,2,0,6,0,,,OperatingMode,Operating Mode,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
21,,0,,BOOL,0x0000,,,,,◊, ○,,2,0,1,0,,,ServoOn,Servo On,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
22,,0,,BOOL,0x0000,,,,,◊, ○,,2,0,1,0,,,ServoOff,Servo Off,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
23,,0,,BOOL,0x0000,,,,,◊, ○,,2,0,1,0,,,StopMotion,Stop Motion,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
24,,0,,BOOL,0x0000,,,,,◊, ○,,2,0,1,0,,,FaultReset,Fault Reset,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
25,,0,,BOOL,0x0000,,,,,◊, ○,,2,0,1,0,,,StartMotion,Start Motion,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
26,,0,,DINT,0x0000,,,,,◊, ○,,2,-80000,80000,0,,0.1RPM,SpeedReference,Speed Reference,,,,IO,01/02: Linear Motor (10^-6m/s),,,,,,,,,,,,,,,,,,,,,,,
27,,0,,DINT,0x0000,,,,,◊, ○,,2,458,30000000,150000,,0.1RPM/s,AccelReference,Acceleration Reference,,,,IO,01/02: Linear Motor (10^-6m/s2),,,,,,,,,,,,,,,,,,,,,,,
28,,0,,DINT,0x0000,,,,,◊, ○,,2,458,30000000,150000,,0.1RPM/s,DecelReference,Deceleration Reference,,,,IO,01/02: Linear Motor (10^-6m/s2),,,,,,,,,,,,,,,,,,,,,,,
29,,0,,SINT,0x0000,,,,,◊, ○,,2,0,38,0,,,HomingMethod,Homing Method,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
30,,0,,DINT,0x0000,,,,,◊, ○,,2,-2147483648,2147483647,0,,PUU,PositionReference,Position Reference,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
31,,0,,DINT,0x0000,,,,,◊, ○,,2,1,5000,200,,0.1RPM,HomeReturnSpeed,Home Return Speed,,,,IO,01/02: Linear Motor (10^-6m/s),,,,,,,,,,,,,,,,,,,,,,,
32,,0,,SINT,0x0000,,,,,◊, ○,,2,0,3,0,,,NonCyclicMoveType,Non Cyclic Move Type,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
33,,0,,DINT,0x0000,,,,,◊, ○,,2,-4000,4000,0,,%,TorqueReference,Torque Reference,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
34,,0,,DINT,0x0000,,,,,◊, ○,,2,1,65500,1000,,ms,TorqueRampTime,Torque Ramp Time,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
35,,0,,BOOL,0x0000,,,,,◊, ○,,2,0,1,0,,,PositionCommandOverlap,Position Command Overlap,,,,IO,12/10: Name per Device profile.,,,,,,,,,,,,,,,,,,,,,,,
36,,0,,BOOL,0x0000,,,,,◊, ○,,2,0,1,0,,,PositionCommandOverride,Position Command Override,,,,IO,12/10: Name per Device profile.,,,,,,,,,,,,,,,,,,,,,,,
37,,0,,SINT,0x0000,,,,,◊, ○,,2,0,10,2,,,TravelMode,Travel Mode,,,,IO,12/10: Name per Device profile.,,,,,,,,,,,,,,,,,,,,,,,
38,,0,,SINT,0x0000,,,,,◊, ○,,2,0,2,0,,,CyclicMoveType,Cyclic Move Type,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
39,,0,,BOOL,0x0000,,,,,◊, ○,,2,0,1,0,,,CapturedPositionSelect,Captured Position Select,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
40,,0,,SINT,0x0000,,,,,◊, ○,,2,0,99,0,,,StartingIndex,Starting Index,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
41,,0,,SINT,0x0010,★,,,,◊, ○,,2,0,1,0,,,NetworkMode,Network Mode,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
42,,0,,SINT,0x0010,★,,,,◊, ○,,2,0,6,0,,,OperatingModeState,Operating Mode State,,,,IO,7/24/2019: its name should be changed to 'OperatingMode' in AOP,,,,,,,,,,,,,,,,,,,,,,,
43,,0,,BOOL,0x0010,★,,,,◊, ○,,2,0,1,0,,,AtReference,At Reference,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
44,,0,,BOOL,0x0010,★,,,,◊, ○,,2,0,1,0,,,Ready,Ready,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
45,,0,,BOOL,0x0010,★,,,,◊, ○,,2,0,1,0,,,Active,Active,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
46,,0,,BOOL,0x0010,★,,,,◊, ○,,2,0,1,0,,,WarningPresent,Warning Present,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
47,,0,,BOOL,0x0010,★,,,,◊, ○,,2,0,1,0,,,Fault,Fault,,,,IO,12/10: Name per Device profile.,,,,,,,,,,,,,,,,,,,,,,,
48,,0,,BOOL,0x0010,★,,,,◊, ○,,2,0,1,0,,,Stopped,Stopped,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
49,,0,,INT,0x0010,★,,,,◊, ○,,2,0,32767,0,,,FaultCode,Fault Code,,,,IO,12/10: Name per Device profile.,,,,,,,,,,,,,,,,,,,,,,,
50,,0,,INT,0x0010,★,,,,◊, ○,,2,0,32767,0,,,WarningCode,Warning Code,,,,IO,12/10: Name per Device profile.,,,,,,,,,,,,,,,,,,,,,,,
51,,0,,DINT,0x0010,★,,,,◊, ○,,2,-2147483648,2147483647,0,,PUU,ActualPosition,Actual Position,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
52,,0,,DINT,0x0010,★,,,,◊, ○,,2,-80000,80000,0,,0.1RPM,ActualSpeed,Actual Speed,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
53,,0,,DINT,0x0010,★,,,,◊, ○,,2,-4000,4000,0,,%,ActualTorque,Actual Torque,,,,IO,01/02: Linear Motor (10^-6m/s),,,,,,,,,,,,,,,,,,,,,,,
54,,0,,SINT,0x0010,★,,,,◊, ○,,2,0,99,0,,,ActiveIndex,Active Index,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
55,P0.025,0,,UDINT,0x0010,★,,,■,,,,4,0,0xFFFFFFFF,0,,,ParameterMonitor1Value,Parameter Monitor 1 Value,Status Monitor Register 1,0x0032,32,All,12/10: Parameter monitor new function,,,,,,,,,,,,,,,,,,,,,,,
56,P0.026,0,,UDINT,0x0010,★,,,■,,,,4,0,0xFFFFFFFF,0,,,ParameterMonitor2Value,Parameter Monitor 2 Value,Status Monitor Register 2,0x0034,32,All,12/10: Parameter monitor new function,,,,,,,,,,,,,,,,,,,,,,,
57,P0.027,0,,UDINT,0x0010,★,,,■,,,,4,0,0xFFFFFFFF,0,,,ParameterMonitor3Value,Parameter Monitor 3 Value,Status Monitor Register 3,0x0036,32,All,12/10: Parameter monitor new function,,,,,,,,,,,,,,,,,,,,,,,
58,P0.028,0,,UDINT,0x0010,★,,,■,,,,4,0,0xFFFFFFFF,0,,,ParameterMonitor4Value,Parameter Monitor 4 Value,Status Monitor Register 4,0x0038,32,All,12/10: Parameter monitor new function,,,,,,,,,,,,,,,,,,,,,,,
59,P0.029,0,,UDINT,0x0010,★,,,■,,,,4,0,0xFFFFFFFF,0,,,ParameterMonitor5Value,Parameter Monitor 5 Value,Status Monitor Register 5,0x003A,32,All,12/10: Parameter monitor new function,,,,,,,,,,,,,,,,,,,,,,,
60,P0.035,0,,UINT,0x0000,,,,,,,,4,1,687,1,,,ParameterMonitor1Selection,Parameter Monitor 1 Selection,Display Status Monitor 1,0x0046,16,All,12/10: Parameter monitor new function,,,1,¤,,,,,,,,,,,,,,,,,,,
61,P0.036,0,,UINT,0x0000,,,,,,,,4,1,687,1,,,ParameterMonitor2Selection,Parameter Monitor 2 Selection,Display Status Monitor 2,0x0048,16,All,12/10: Parameter monitor new function,,,1,¤,,,,,,,,,,,,,,,,,,,
62,P0.037,0,,UINT,0x0000,,,,,,,,4,1,687,1,,,ParameterMonitor3Selection,Parameter Monitor 3 Selection,Display Status Monitor 3,0x004A,16,All,12/10: Parameter monitor new function,,,1,¤,,,,,,,,,,,,,,,,,,,
63,P0.038,0,,UINT,0x0000,,,,,,,,4,1,687,1,,,ParameterMonitor4Selection,Parameter Monitor 4 Selection,Display Status Monitor 4,0x004C,16,All,12/10: Parameter monitor new function,,,1,¤,,,,,,,,,,,,,,,,,,,
64,P0.039,0,,UINT,0x0000,,,,,,,,4,1,687,1,,,ParameterMonitor5Selection,Parameter Monitor 5 Selection,Display Status Monitor 5,0x004E,16,All,12/10: Parameter monitor new function,,,1,¤,,,,,,,,,,,,,,,,,,,
65,,0,,BOOL,0x0010,★,,,,◊, ○,,2,0,1,0,,,HomedStatus,Homed Status,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
66,,0,,BOOL,0x0010,★,,,,◊, ○,,2,0,1,0,,,CommandInProgress,Command In Progess,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
67,,0,,SINT,0x0010,★,,,,◊, ○,,2,0,2,0,,,MotorCategory,Motor Category,,,,IO,"0 – No motor 1 – Rotary motor(SPM, Induction...) 2 – Linear motor 
2019.01.07. No motor, 400W, default 0 (Neo-s issue) 
2019.04.19. Default changed from 1 to 0.
2019.07.24: its name should be changed to 'MoveType' in AOP",,,,,,,,,,,,,,,,,,,,,,,
68,,0,,BOOL,0x0010,★,,,,◊, ○,,2,0,1,0,,,Uncertain,Uncertain,,,,IO,,,,,,,,,,,,,,,,,,,,,,,,
69,,0,,SINT,0x0000,,,,,◊, ○,,2,0,4,0,,,CamMasterReference,Cam Master Reference,,,,IO,"Sets the master position reference
0 - Reserved
1 – Auxiliary encoder
2 – Pulse Command (I/O terminal)
3 – Reserved 
4 – Virtual Pulse from Timeline (1K Hz)",,,,,,,,,,,,,,,,,,,,,,,
70,,0,,BOOL,0x0000,,,,,◊, ○,,2,0,1,0,,,CamStopMode,Cam Stop Mode,,,,IO,"Sets CAM stop mode
0 – stop immediately
1 – decelerate and stop",,,,,,,,,,,,,,,,,,,,,,,
71,,0,,SINT,0x0000,,,,,◊, ○,,2,0,4,0,,,CamExecutionSchedule,Cam Execution Schedule,,,,IO,"Selects the method used to execute the cam profile.
0 = Immediate – The slave axis is immediately locked to the master axis and the position camming process begins.
1 = Reserved
2 = Forward only – the cam profile starts when the master position crosses the Master Lock Position in the forward direction.
3 = Reverse only – the cam profile starts when the master position crosses the Master Lock Position in the reverse direction.
4 = Shorteset Path – the cam profile starts when the master position crosses the Master Lock Position in the shortest path.",,,,,,,,,,,,,,,,,,,,,,,
72,,0,,SINT,0x0000,,,,,◊, ○,,2,0,1,0,,,CamExecutionMode,Cam Execution Mode,,,,IO,"Determines if the cam profile is executed only one time or repeatedly:
0 = Once – cam motion of slave axis is executed one time according to the value of CamMasterUnlockCounts, and then the Process Complete bit is set. 
1 = Continuous – Once started the cam profile is executed indefinitely. This feature is useful in rotary applications where it is necessary that the cam position run continuously in a rotary or reciprocating fashion.",,,,,,,,,,,,,,,,,,,,,,,
73,,0,,DINT,0x0000,,,,,◊, ○,,2,-2147000000,2147000000,1000000,,0.000001 times,CamSlaveScaling,Cam Slave Scaling,,,,IO,Scales the total distance covered by the slave axis through the cam profile.,,,,,,,,,,,,,,,,,,,,,,,
74,,0,,DINT,0x0000,,,,,◊, ○,,2,10,1073741823,3600,,,CamLockPosition,Cam Lock Position,,,,IO,This determines the starting location in the cam profile.,,,,,,,,,,,,,,,,,,,,,,,
75,,0,,DINT,0x0000,,,,,◊, ○,,2,-1073741824,1073741823,0,,,CamMasterLeadingCounts,Cam Master Leading Counts,,,,IO,This determines the leading counts (master axis) before the cam profile is executed.,,,,,,,,,,,,,,,,,,,,,,,
76,,0,,DINT,0x0000,,,,,◊, ○,,2,-1073741824,1073741823,0,,,CamMasterUnlockCounts,Cam Master Unlock Counts,,,,IO,"This determines the unlock counts (master axis) when the cam profile is executed.
Valid only when CamExecutionMode = 0 (Once)",,,,,,,,,,,,,,,,,,,,,,,
77,,0,,DINT,0x0000,,,,,◊, ○,,2,-2147483648,2147483647,0,,,CamMasterCyclicLeadingCounts,Cam Master Cyclic Leading Counts,,,,IO,"This determines the cyclic leading counts (master axis) during the cam profile is executed. 
Valid only when CamExecutionMode = 1 (Continous)",,,,,,,,,,,,,,,,,,,,,,,
78,,0,,DINT,0x0000,,,,,◊, ○,,2,1,536870911,16777216,,,SlaveCounts,Gear Ratio Slave Counts (MAG),,,,IO,Integer value representing slave counts used in specifying a Fractional gear ratio.,,,,,,,,,,,,,,,,,,,,,,,
79,,0,,DINT,0x0000,,,,,◊, ○,,2,1,2147483647,100000,,,MasterCounts,Gear Ratio Master Counts (MAG),,,,IO,Integer value representing master counts used in specifying a Fractional gear ratio.,,,,,,,,,,,,,,,,,,,,,,,
80,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,0,,DINT,0x0000,,,,,◊, ○,,2,-1073741824,1073741823,0,,,CamMasterLockPosition,Cam Master Lock Position,,,,IO,"This determines the master location where the slave axis locks to the mater axis.
Valid only when CamExecutionSchedule = 2, 3, 4",,,,,,,,,,,,,,,,,,,,,,,
82,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved,Reserved97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,0,,UDINT,0x0010,★,,,,◊, ○,,2,0x00000000,0xFFFFFFFF,0x00000000,,,DriveConnectionStatus,Drive Connection Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,0,,UDINT,0x0010,★,,,,◊, ○,,2,0x00000000,0xFFFFFFFF,0x00000000,,,DriveConfigurationSignature,Drive Configuration Signature,,,,,,,,8,,,,,,,,,,,,,,,,,,,,
100,P0.000,0,,INT,0x0010,★,,,■,,,,3,-32768,32767,0,,,DSPFwVer,DSP Firmware Version,Firmware Version,0x0000,16,All,"High 8bit-Major version, Low 8bit-Minor version",,,,,,,,,,,,,,,,,,,,,,,
101,P0.001,0,,UINT,0x0000,,,,■,,,,8,0x0000,0xFFFF,0x0000,,,FltWarnCode,Fault/Warning Code,Alarm Display of the Drive,0x0002,16,All,01/02: NOT Config (reset fault only),,,,¤,,,,,,,,,,,,,,,,,,,
102,P0.002,0,,INT,0x0000,,,,,,,,4,-300,127,1,,,LEDMonitorSelection,LED Monitor Selection,Drive Status,0x0004,16,All,"2019.01.07. No motor, 400W, default 1, 
Min and Max need update.
2019.02.19. Keep it per delta's need.
2019.05.23. default changed from 0 to 1.",,,1,¤,,,,,,,,,,,,,,,,,,,
103,P0.003,0,,UINT,0x0000,,,,,,,⌂,3,0x0000,0x0077,0x0000,,,AOMonitorSelection,Analog Output Monitor Selection,Analog Monitor Output,0x0006,16,All,,,,2,¤,,,,,,,,,,,,,,,,,,,
104,P0.008,0,,UDINT,0x0010,★,,,,,,,8,0x00000000,0xFFFFFFFF,0x00000000,,Hour,PowerOnTime,Power On Time,Servo Startup Time,0x0010,32,All,,,,,,,,,,,,,,,,,,,,,,,,
105,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved105,Reserved105,,,,,2019.04.19. deleted P0.044 PCMonitorValue,,,,,,,,,,,,,,,,,,,,,,,
106,,0,,USINT,0x0010,★,,,,◊,,,255,0,0,0,,,Reserved106,Reserved106,,,,,"01/02: NOT Config (for KNX5100C only)
2019.01.07. No motor, 400W, default -141, will delete?? If yes, ignore it.
2019.01.30. changed to read-only.
2019.04.19. deleted P0.045 PCMonitorSelection",,,,,,,,,,,,,,,,,,,,,,,
107,P0.046,0,,UINT,0x0010,★,,,■,,,,4,0x0000,0x0FFF,0x0000,,,ServoOutputStatus,Servo Output Status,Servo Digital Output Status Display,0x005C,16,All,Add Bit11-AtHome. ,,,,,,,,,,,,,,,,,,,,,,,
108,P0.049,0,,UINT,0x0000,,,,■,,,⌂,3,0x0000,0x0002,0x0000,,,EncoderDataUpdateConfiguration,Encoder Data Update Configuration,Renew Encoder Absolute Position,0x0062,16,All,,,,2,¤,,,,,,,,,,,,,,,,,,,
109,P0.050,0,,UINT,0x0010,★,,,■,,,,8,0x0000,0x001F,0x0000,,,AbsSysStatus,Absolute System Status,Absolute Coordinate System Status,0x0064,16,All,,,,,,,,,,,,,,,,,,,,,,,,
110,P0.051,0,,DINT,0x0010,★,,,■,,,,4,-32768,32767,0,,Rev,MultiTurnAbsPosition,Absolute Position (Multiturn),Encoder Absolute Position (Multiturn),0x0066,32,All,"why 32 bits?
12/18：目前先保持32bit",,,,,,,,,,,,,,,,,,,,,,,
111,P0.052,0,,DINT,0x0010,★,,,■,,,,4,-2147483648,2147483647,0,,Counts,SingleTurnAbsPosition,Absolute Position (Singleturn),Encoder Absolute Position (Pulse number within Singleturn or PUU),0x0068,32,All,,,,,,,,,,,,,,,,,,,,,,,,
